country,continent,date,new_vaccinations,total_vaccinations,people_fully_vaccinated,vaccine_used,population,population_density,gdp_per_capita,human_development_index
Luxembourg,Europe,2021-02-16,,,,Moderna,625976,231.447,94277.965,0.916
Madagascar,Africa,2021-02-10,,,,,27691019,43.951,1416.44,0.528
Madagascar,Africa,2021-02-11,,,,,27691019,43.951,1416.44,0.528
Madagascar,Africa,2021-02-12,,,,,27691019,43.951,1416.44,0.528
Madagascar,Africa,2021-02-13,,,,,27691019,43.951,1416.44,0.528
Madagascar,Africa,2021-02-14,,,,,27691019,43.951,1416.44,0.528
Madagascar,Africa,2021-02-15,,,,,27691019,43.951,1416.44,0.528
Madagascar,Africa,2021-02-16,,,,,27691019,43.951,1416.44,0.528
Malawi,Africa,2021-02-10,,,,,19129955,197.519,1095.042,0.483
Malawi,Africa,2021-02-11,,,,,19129955,197.519,1095.042,0.483
Malawi,Africa,2021-02-12,,,,,19129955,197.519,1095.042,0.483
Malawi,Africa,2021-02-13,,,,,19129955,197.519,1095.042,0.483
Malawi,Africa,2021-02-14,,,,,19129955,197.519,1095.042,0.483
Malawi,Africa,2021-02-15,,,,,19129955,197.519,1095.042,0.483
Malawi,Africa,2021-02-16,,,,,19129955,197.519,1095.042,0.483
Malaysia,Asia,2021-02-10,,,,,32365998,96.254,26808.164,0.81
Malaysia,Asia,2021-02-11,,,,,32365998,96.254,26808.164,0.81
Malaysia,Asia,2021-02-12,,,,,32365998,96.254,26808.164,0.81
Malaysia,Asia,2021-02-13,,,,,32365998,96.254,26808.164,0.81
Malaysia,Asia,2021-02-14,,,,,32365998,96.254,26808.164,0.81
Malaysia,Asia,2021-02-15,,,,,32365998,96.254,26808.164,0.81
Malaysia,Asia,2021-02-16,,,,,32365998,96.254,26808.164,0.81
Maldives,Asia,2021-02-10,3910,20161,,Oxford/AstraZeneca,540542,1454.433,15183.616,0.74
Maldives,Asia,2021-02-11,5166,25327,,Oxford/AstraZeneca,540542,1454.433,15183.616,0.74
Maldives,Asia,2021-02-12,2040,27367,,Oxford/AstraZeneca,540542,1454.433,15183.616,0.74
Maldives,Asia,2021-02-13,5739,33106,,Oxford/AstraZeneca,540542,1454.433,15183.616,0.74
Maldives,Asia,2021-02-14,5485,38591,,Oxford/AstraZeneca,540542,1454.433,15183.616,0.74
Maldives,Asia,2021-02-15,5226,43817,,Oxford/AstraZeneca,540542,1454.433,15183.616,0.74
Maldives,Asia,2021-02-16,6230,50047,,Oxford/AstraZeneca,540542,1454.433,15183.616,0.74
Mali,Africa,2021-02-10,,,,,20250834,15.196,2014.306,0.434
Mali,Africa,2021-02-11,,,,,20250834,15.196,2014.306,0.434
Mali,Africa,2021-02-12,,,,,20250834,15.196,2014.306,0.434
Mali,Africa,2021-02-13,,,,,20250834,15.196,2014.306,0.434
Mali,Africa,2021-02-14,,,,,20250834,15.196,2014.306,0.434
Mali,Africa,2021-02-15,,,,,20250834,15.196,2014.306,0.434
Mali,Africa,2021-02-16,,,,,20250834,15.196,2014.306,0.434
Malta,Europe,2021-02-10,1261,44598,12928,Pfizer/BioNTech,441539,1454.037,36513.323,0.895
Malta,Europe,2021-02-11,1746,46344,13820,Pfizer/BioNTech,441539,1454.037,36513.323,0.895
Malta,Europe,2021-02-12,2130,48474,14739,Pfizer/BioNTech,441539,1454.037,36513.323,0.895
Malta,Europe,2021-02-13,1701,50175,15601,Pfizer/BioNTech,441539,1454.037,36513.323,0.895
Malta,Europe,2021-02-14,1466,51641,16265,Pfizer/BioNTech,441539,1454.037,36513.323,0.895
Malta,Europe,2021-02-15,2006,53647,17102,Pfizer/BioNTech,441539,1454.037,36513.323,0.895
Malta,Europe,2021-02-16,,,,Pfizer/BioNTech,441539,1454.037,36513.323,0.895
Marshall Islands,Oceania,2021-02-10,,,,,59194,295.15,3819.202,0.704
Marshall Islands,Oceania,2021-02-11,,,,,59194,295.15,3819.202,0.704
Marshall Islands,Oceania,2021-02-12,,,,,59194,295.15,3819.202,0.704
Marshall Islands,Oceania,2021-02-13,,,,,59194,295.15,3819.202,0.704
Marshall Islands,Oceania,2021-02-14,,,,,59194,295.15,3819.202,0.704
Marshall Islands,Oceania,2021-02-15,,,,,59194,295.15,3819.202,0.704
Marshall Islands,Oceania,2021-02-16,,,,,59194,295.15,3819.202,0.704
Mauritania,Africa,2021-02-10,,,,,4649660,4.289,3597.633,0.546
Mauritania,Africa,2021-02-11,,,,,4649660,4.289,3597.633,0.546
Mauritania,Africa,2021-02-12,,,,,4649660,4.289,3597.633,0.546
Mauritania,Africa,2021-02-13,,,,,4649660,4.289,3597.633,0.546
Mauritania,Africa,2021-02-14,,,,,4649660,4.289,3597.633,0.546
Mauritania,Africa,2021-02-15,,,,,4649660,4.289,3597.633,0.546
Mauritania,Africa,2021-02-16,,,,,4649660,4.289,3597.633,0.546
Mauritius,Africa,2021-02-10,,,,Oxford/AstraZeneca,1271767,622.962,20292.745,0.804
Mauritius,Africa,2021-02-11,,,,Oxford/AstraZeneca,1271767,622.962,20292.745,0.804
Mauritius,Africa,2021-02-12,,,,Oxford/AstraZeneca,1271767,622.962,20292.745,0.804
Mauritius,Africa,2021-02-13,,,,Oxford/AstraZeneca,1271767,622.962,20292.745,0.804
Mauritius,Africa,2021-02-14,,,,Oxford/AstraZeneca,1271767,622.962,20292.745,0.804
Mauritius,Africa,2021-02-15,,,,Oxford/AstraZeneca,1271767,622.962,20292.745,0.804
Mauritius,Africa,2021-02-16,,,,Oxford/AstraZeneca,1271767,622.962,20292.745,0.804
Mexico,North America,2021-02-10,360,724707,84592,Pfizer/BioNTech,128932753,66.444,17336.469,0.779
Mexico,North America,2021-02-11,740,725447,85332,Pfizer/BioNTech,128932753,66.444,17336.469,0.779
Mexico,North America,2021-02-12,555,726002,85887,Pfizer/BioNTech,128932753,66.444,17336.469,0.779
Mexico,North America,2021-02-13,311,726313,86188,Pfizer/BioNTech,128932753,66.444,17336.469,0.779
Mexico,North America,2021-02-14,,,,Pfizer/BioNTech,128932753,66.444,17336.469,0.779
Mexico,North America,2021-02-15,,749682,86198,Pfizer/BioNTech,128932753,66.444,17336.469,0.779
Mexico,North America,2021-02-16,165701,915383,86198,Pfizer/BioNTech,128932753,66.444,17336.469,0.779
Micronesia (country),Oceania,2021-02-10,,,,,115021,150.777,3299.464,0.62
Micronesia (country),Oceania,2021-02-11,,,,,115021,150.777,3299.464,0.62
Micronesia (country),Oceania,2021-02-12,,,,,115021,150.777,3299.464,0.62
Micronesia (country),Oceania,2021-02-13,,,,,115021,150.777,3299.464,0.62
Micronesia (country),Oceania,2021-02-14,,,,,115021,150.777,3299.464,0.62
Micronesia (country),Oceania,2021-02-15,,,,,115021,150.777,3299.464,0.62
Micronesia (country),Oceania,2021-02-16,,,,,115021,150.777,3299.464,0.62
Moldova,Europe,2021-02-10,,,,,4033963,123.655,5189.972,0.75
Moldova,Europe,2021-02-11,,,,,4033963,123.655,5189.972,0.75
Moldova,Europe,2021-02-12,,,,,4033963,123.655,5189.972,0.75
Moldova,Europe,2021-02-13,,,,,4033963,123.655,5189.972,0.75
Moldova,Europe,2021-02-14,,,,,4033963,123.655,5189.972,0.75
Moldova,Europe,2021-02-15,,,,,4033963,123.655,5189.972,0.75
Moldova,Europe,2021-02-16,,,,,4033963,123.655,5189.972,0.75
Monaco,Europe,2021-02-10,,,,Pfizer/BioNTech,39244,19347.5,,
Monaco,Europe,2021-02-11,,,,Pfizer/BioNTech,39244,19347.5,,
Monaco,Europe,2021-02-12,,,,Pfizer/BioNTech,39244,19347.5,,
Monaco,Europe,2021-02-13,,,,Pfizer/BioNTech,39244,19347.5,,
Monaco,Europe,2021-02-14,,,,Pfizer/BioNTech,39244,19347.5,,
Monaco,Europe,2021-02-15,,,,Pfizer/BioNTech,39244,19347.5,,
Monaco,Europe,2021-02-16,,,,Pfizer/BioNTech,39244,19347.5,,
Mongolia,Asia,2021-02-10,,,,,3278292,1.98,11840.846,0.737
Mongolia,Asia,2021-02-11,,,,,3278292,1.98,11840.846,0.737
Mongolia,Asia,2021-02-12,,,,,3278292,1.98,11840.846,0.737
Mongolia,Asia,2021-02-13,,,,,3278292,1.98,11840.846,0.737
Mongolia,Asia,2021-02-14,,,,,3278292,1.98,11840.846,0.737
Mongolia,Asia,2021-02-15,,,,,3278292,1.98,11840.846,0.737
Mongolia,Asia,2021-02-16,,,,,3278292,1.98,11840.846,0.737
Montenegro,Europe,2021-02-10,,,,,628062,46.28,16409.288,0.829
Montenegro,Europe,2021-02-11,,,,,628062,46.28,16409.288,0.829
Montenegro,Europe,2021-02-12,,,,,628062,46.28,16409.288,0.829
Montenegro,Europe,2021-02-13,,,,,628062,46.28,16409.288,0.829
Montenegro,Europe,2021-02-14,,,,,628062,46.28,16409.288,0.829
Montenegro,Europe,2021-02-15,,,,,628062,46.28,16409.288,0.829
Montenegro,Europe,2021-02-16,,,,,628062,46.28,16409.288,0.829
Morocco,Africa,2021-02-10,130935,746116,,Oxford/AstraZeneca,36910558,80.08,7485.013,0.686
Morocco,Africa,2021-02-11,109202,855318,,Oxford/AstraZeneca,36910558,80.08,7485.013,0.686
Morocco,Africa,2021-02-12,256785,1112103,,Oxford/AstraZeneca,36910558,80.08,7485.013,0.686
Morocco,Africa,2021-02-13,276436,1388539,,Oxford/AstraZeneca,36910558,80.08,7485.013,0.686
Morocco,Africa,2021-02-14,,,,Oxford/AstraZeneca,36910558,80.08,7485.013,0.686
Morocco,Africa,2021-02-15,,1707091,,Oxford/AstraZeneca,36910558,80.08,7485.013,0.686
Morocco,Africa,2021-02-16,197078,1904169,,Oxford/AstraZeneca,36910558,80.08,7485.013,0.686
Mozambique,Africa,2021-02-10,,,,,31255435,37.728,1136.103,0.456
Mozambique,Africa,2021-02-11,,,,,31255435,37.728,1136.103,0.456
Mozambique,Africa,2021-02-12,,,,,31255435,37.728,1136.103,0.456
Mozambique,Africa,2021-02-13,,,,,31255435,37.728,1136.103,0.456
Mozambique,Africa,2021-02-14,,,,,31255435,37.728,1136.103,0.456
Mozambique,Africa,2021-02-15,,,,,31255435,37.728,1136.103,0.456
Mozambique,Africa,2021-02-16,,,,,31255435,37.728,1136.103,0.456
Myanmar,Asia,2021-02-10,,,,Oxford/AstraZeneca,54409794,81.721,5591.597,0.583
Myanmar,Asia,2021-02-11,,,,Oxford/AstraZeneca,54409794,81.721,5591.597,0.583
Myanmar,Asia,2021-02-12,,,,Oxford/AstraZeneca,54409794,81.721,5591.597,0.583
Myanmar,Asia,2021-02-13,,,,Oxford/AstraZeneca,54409794,81.721,5591.597,0.583
Myanmar,Asia,2021-02-14,,,,Oxford/AstraZeneca,54409794,81.721,5591.597,0.583
Myanmar,Asia,2021-02-15,,,,Oxford/AstraZeneca,54409794,81.721,5591.597,0.583
Myanmar,Asia,2021-02-16,,,,Oxford/AstraZeneca,54409794,81.721,5591.597,0.583
Namibia,Africa,2021-02-10,,,,,2540916,3.078,9541.808,0.646
Namibia,Africa,2021-02-11,,,,,2540916,3.078,9541.808,0.646
Namibia,Africa,2021-02-12,,,,,2540916,3.078,9541.808,0.646
Namibia,Africa,2021-02-13,,,,,2540916,3.078,9541.808,0.646
Namibia,Africa,2021-02-14,,,,,2540916,3.078,9541.808,0.646
Namibia,Africa,2021-02-15,,,,,2540916,3.078,9541.808,0.646
Namibia,Africa,2021-02-16,,,,,2540916,3.078,9541.808,0.646
Nepal,Asia,2021-02-10,,,,Oxford/AstraZeneca,29136808,204.43,2442.804,0.602
Nepal,Asia,2021-02-11,,,,Oxford/AstraZeneca,29136808,204.43,2442.804,0.602
Nepal,Asia,2021-02-12,,,,Oxford/AstraZeneca,29136808,204.43,2442.804,0.602
Nepal,Asia,2021-02-13,,,,Oxford/AstraZeneca,29136808,204.43,2442.804,0.602
Nepal,Asia,2021-02-14,,,,Oxford/AstraZeneca,29136808,204.43,2442.804,0.602
Nepal,Asia,2021-02-15,,,,Oxford/AstraZeneca,29136808,204.43,2442.804,0.602
Nepal,Asia,2021-02-16,,,,Oxford/AstraZeneca,29136808,204.43,2442.804,0.602
Netherlands,Europe,2021-02-10,25835,460252,,Moderna,17134873,508.544,48472.545,0.944
Netherlands,Europe,2021-02-11,29306,489558,,Moderna,17134873,508.544,48472.545,0.944
Netherlands,Europe,2021-02-12,29152,518710,,Moderna,17134873,508.544,48472.545,0.944
Netherlands,Europe,2021-02-13,29720,548430,,Moderna,17134873,508.544,48472.545,0.944
Netherlands,Europe,2021-02-14,29190,577620,,Moderna,17134873,508.544,48472.545,0.944
Netherlands,Europe,2021-02-15,29241,606861,,Moderna,17134873,508.544,48472.545,0.944
Netherlands,Europe,2021-02-16,16678,623539,,Moderna,17134873,508.544,48472.545,0.944
New Zealand,Oceania,2021-02-10,,,,,4822233,18.206,36085.843,0.931
New Zealand,Oceania,2021-02-11,,,,,4822233,18.206,36085.843,0.931
New Zealand,Oceania,2021-02-12,,,,,4822233,18.206,36085.843,0.931
New Zealand,Oceania,2021-02-13,,,,,4822233,18.206,36085.843,0.931
New Zealand,Oceania,2021-02-14,,,,,4822233,18.206,36085.843,0.931
New Zealand,Oceania,2021-02-15,,,,,4822233,18.206,36085.843,0.931
New Zealand,Oceania,2021-02-16,,,,,4822233,18.206,36085.843,0.931
Nicaragua,North America,2021-02-10,,,,,6624554,51.667,5321.444,0.66
Nicaragua,North America,2021-02-11,,,,,6624554,51.667,5321.444,0.66
Nicaragua,North America,2021-02-12,,,,,6624554,51.667,5321.444,0.66
Nicaragua,North America,2021-02-13,,,,,6624554,51.667,5321.444,0.66
Nicaragua,North America,2021-02-14,,,,,6624554,51.667,5321.444,0.66
Nicaragua,North America,2021-02-15,,,,,6624554,51.667,5321.444,0.66
Nicaragua,North America,2021-02-16,,,,,6624554,51.667,5321.444,0.66
Niger,Africa,2021-02-10,,,,,24206636,16.955,926,0.394
Niger,Africa,2021-02-11,,,,,24206636,16.955,926,0.394
Niger,Africa,2021-02-12,,,,,24206636,16.955,926,0.394
Niger,Africa,2021-02-13,,,,,24206636,16.955,926,0.394
Niger,Africa,2021-02-14,,,,,24206636,16.955,926,0.394
Niger,Africa,2021-02-15,,,,,24206636,16.955,926,0.394
Niger,Africa,2021-02-16,,,,,24206636,16.955,926,0.394
Nigeria,Africa,2021-02-10,,,,,206139587,209.588,5338.454,0.539
Nigeria,Africa,2021-02-11,,,,,206139587,209.588,5338.454,0.539
Nigeria,Africa,2021-02-12,,,,,206139587,209.588,5338.454,0.539
Nigeria,Africa,2021-02-13,,,,,206139587,209.588,5338.454,0.539
Nigeria,Africa,2021-02-14,,,,,206139587,209.588,5338.454,0.539
Nigeria,Africa,2021-02-15,,,,,206139587,209.588,5338.454,0.539
Nigeria,Africa,2021-02-16,,,,,206139587,209.588,5338.454,0.539
North Macedonia,Europe,2021-02-10,,,,,2083380,82.6,13111.214,0.774
North Macedonia,Europe,2021-02-11,,,,,2083380,82.6,13111.214,0.774
North Macedonia,Europe,2021-02-12,,,,,2083380,82.6,13111.214,0.774
North Macedonia,Europe,2021-02-13,,,,,2083380,82.6,13111.214,0.774
North Macedonia,Europe,2021-02-14,,,,,2083380,82.6,13111.214,0.774
North Macedonia,Europe,2021-02-15,,,,,2083380,82.6,13111.214,0.774
North Macedonia,Europe,2021-02-16,,,,,2083380,82.6,13111.214,0.774
Norway,Europe,2021-02-10,30616,262769,58815,Moderna,5421242,14.462,64800.057,0.957
Norway,Europe,2021-02-11,28265,291034,67059,Moderna,5421242,14.462,64800.057,0.957
Norway,Europe,2021-02-12,11031,302065,70371,Moderna,5421242,14.462,64800.057,0.957
Norway,Europe,2021-02-13,1086,303151,70674,Moderna,5421242,14.462,64800.057,0.957
Norway,Europe,2021-02-14,111,303262,70675,Moderna,5421242,14.462,64800.057,0.957
Norway,Europe,2021-02-15,1518,304780,71418,Moderna,5421242,14.462,64800.057,0.957
Norway,Europe,2021-02-16,,,,Moderna,5421242,14.462,64800.057,0.957
Oman,Asia,2021-02-10,6188,49481,12272,Oxford/AstraZeneca,5106622,14.98,37960.709,0.813
Oman,Asia,2021-02-11,8020,57501,12272,Oxford/AstraZeneca,5106622,14.98,37960.709,0.813
Oman,Asia,2021-02-12,9784,67285,12272,Oxford/AstraZeneca,5106622,14.98,37960.709,0.813
Oman,Asia,2021-02-13,10153,77438,12272,Oxford/AstraZeneca,5106622,14.98,37960.709,0.813
Oman,Asia,2021-02-14,11774,89212,12272,Oxford/AstraZeneca,5106622,14.98,37960.709,0.813
Oman,Asia,2021-02-15,13055,102267,12272,Oxford/AstraZeneca,5106622,14.98,37960.709,0.813
Oman,Asia,2021-02-16,6747,109014,19019,Oxford/AstraZeneca,5106622,14.98,37960.709,0.813
Pakistan,Asia,2021-02-10,,27228,,Oxford/AstraZeneca,220892331,255.573,5034.708,0.557
Pakistan,Asia,2021-02-11,,,,Oxford/AstraZeneca,220892331,255.573,5034.708,0.557
Pakistan,Asia,2021-02-12,,,,Oxford/AstraZeneca,220892331,255.573,5034.708,0.557
Pakistan,Asia,2021-02-13,,,,Oxford/AstraZeneca,220892331,255.573,5034.708,0.557
Pakistan,Asia,2021-02-14,,,,Oxford/AstraZeneca,220892331,255.573,5034.708,0.557
Pakistan,Asia,2021-02-15,,,,Oxford/AstraZeneca,220892331,255.573,5034.708,0.557
Pakistan,Asia,2021-02-16,,,,Oxford/AstraZeneca,220892331,255.573,5034.708,0.557
Palestine,Asia,2021-02-10,,,,,5101416,778.202,4449.898,0.708
Palestine,Asia,2021-02-11,,,,,5101416,778.202,4449.898,0.708
Palestine,Asia,2021-02-12,,,,,5101416,778.202,4449.898,0.708
Palestine,Asia,2021-02-13,,,,,5101416,778.202,4449.898,0.708
Palestine,Asia,2021-02-14,,,,,5101416,778.202,4449.898,0.708
Palestine,Asia,2021-02-15,,,,,5101416,778.202,4449.898,0.708
Palestine,Asia,2021-02-16,,,,,5101416,778.202,4449.898,0.708
Panama,North America,2021-02-10,0,12441,,Pfizer/BioNTech,4314768,55.133,22267.037,0.815
Panama,North America,2021-02-11,0,12441,,Pfizer/BioNTech,4314768,55.133,22267.037,0.815
Panama,North America,2021-02-12,0,12441,,Pfizer/BioNTech,4314768,55.133,22267.037,0.815
Panama,North America,2021-02-13,0,12441,,Pfizer/BioNTech,4314768,55.133,22267.037,0.815
Panama,North America,2021-02-14,0,12441,,Pfizer/BioNTech,4314768,55.133,22267.037,0.815
Panama,North America,2021-02-15,0,12441,,Pfizer/BioNTech,4314768,55.133,22267.037,0.815
Panama,North America,2021-02-16,,,,Pfizer/BioNTech,4314768,55.133,22267.037,0.815
Papua New Guinea,Oceania,2021-02-10,,,,,8947027,18.22,3823.194,0.555
Papua New Guinea,Oceania,2021-02-11,,,,,8947027,18.22,3823.194,0.555
Papua New Guinea,Oceania,2021-02-12,,,,,8947027,18.22,3823.194,0.555
Papua New Guinea,Oceania,2021-02-13,,,,,8947027,18.22,3823.194,0.555
Papua New Guinea,Oceania,2021-02-14,,,,,8947027,18.22,3823.194,0.555
Papua New Guinea,Oceania,2021-02-15,,,,,8947027,18.22,3823.194,0.555
Papua New Guinea,Oceania,2021-02-16,,,,,8947027,18.22,3823.194,0.555
Paraguay,South America,2021-02-10,,,,,7132530,17.144,8827.01,0.728
Paraguay,South America,2021-02-11,,,,,7132530,17.144,8827.01,0.728
Paraguay,South America,2021-02-12,,,,,7132530,17.144,8827.01,0.728
Paraguay,South America,2021-02-13,,,,,7132530,17.144,8827.01,0.728
Paraguay,South America,2021-02-14,,,,,7132530,17.144,8827.01,0.728
Paraguay,South America,2021-02-15,,,,,7132530,17.144,8827.01,0.728
Paraguay,South America,2021-02-16,,,,,7132530,17.144,8827.01,0.728
Peru,South America,2021-02-10,9779,9779,,Sinopharm/Beijing,32971846,25.129,12236.706,0.777
Peru,South America,2021-02-11,23142,32921,,Sinopharm/Beijing,32971846,25.129,12236.706,0.777
Peru,South America,2021-02-12,22358,55279,,Sinopharm/Beijing,32971846,25.129,12236.706,0.777
Peru,South America,2021-02-13,13532,68811,,Sinopharm/Beijing,32971846,25.129,12236.706,0.777
Peru,South America,2021-02-14,3619,72430,,Sinopharm/Beijing,32971846,25.129,12236.706,0.777
Peru,South America,2021-02-15,7333,79763,,Sinopharm/Beijing,32971846,25.129,12236.706,0.777
Peru,South America,2021-02-16,29735,109498,,Sinopharm/Beijing,32971846,25.129,12236.706,0.777
Philippines,Asia,2021-02-10,,,,,109581085,351.873,7599.188,0.718
Philippines,Asia,2021-02-11,,,,,109581085,351.873,7599.188,0.718
Philippines,Asia,2021-02-12,,,,,109581085,351.873,7599.188,0.718
Philippines,Asia,2021-02-13,,,,,109581085,351.873,7599.188,0.718
Philippines,Asia,2021-02-14,,,,,109581085,351.873,7599.188,0.718
Philippines,Asia,2021-02-15,,,,,109581085,351.873,7599.188,0.718
Philippines,Asia,2021-02-16,,,,,109581085,351.873,7599.188,0.718
Poland,Europe,2021-02-10,,,,Moderna,37846605,124.027,27216.445,0.88
Poland,Europe,2021-02-11,,1993739,580607,Moderna,37846605,124.027,27216.445,0.88
Poland,Europe,2021-02-12,77270,2071009,624907,Moderna,37846605,124.027,27216.445,0.88
Poland,Europe,2021-02-13,36080,2107089,640650,Moderna,37846605,124.027,27216.445,0.88
Poland,Europe,2021-02-14,15156,2122245,645971,Moderna,37846605,124.027,27216.445,0.88
Poland,Europe,2021-02-15,36901,2159146,658235,Moderna,37846605,124.027,27216.445,0.88
Poland,Europe,2021-02-16,,,,Moderna,37846605,124.027,27216.445,0.88
Portugal,Europe,2021-02-10,3819,400190,106055,Moderna,10196707,112.371,27936.896,0.864
Portugal,Europe,2021-02-11,36030,436220,133078,Moderna,10196707,112.371,27936.896,0.864
Portugal,Europe,2021-02-12,32099,468319,157604,Moderna,10196707,112.371,27936.896,0.864
Portugal,Europe,2021-02-13,37052,505371,184694,Moderna,10196707,112.371,27936.896,0.864
Portugal,Europe,2021-02-14,17978,523349,194530,Moderna,10196707,112.371,27936.896,0.864
Portugal,Europe,2021-02-15,5672,529021,197700,Moderna,10196707,112.371,27936.896,0.864
Portugal,Europe,2021-02-16,10765,539786,203286,Moderna,10196707,112.371,27936.896,0.864
Qatar,Asia,2021-02-10,,,,Pfizer/BioNTech,2881060,227.322,116935.6,0.848
Qatar,Asia,2021-02-11,,,,Pfizer/BioNTech,2881060,227.322,116935.6,0.848
Qatar,Asia,2021-02-12,,,,Pfizer/BioNTech,2881060,227.322,116935.6,0.848
Qatar,Asia,2021-02-13,,,,Pfizer/BioNTech,2881060,227.322,116935.6,0.848
Qatar,Asia,2021-02-14,,,,Pfizer/BioNTech,2881060,227.322,116935.6,0.848
Qatar,Asia,2021-02-15,,,,Pfizer/BioNTech,2881060,227.322,116935.6,0.848
Qatar,Asia,2021-02-16,,,,Pfizer/BioNTech,2881060,227.322,116935.6,0.848
Romania,Europe,2021-02-10,40812,970967,299519,Moderna,19237682,85.129,23313.199,0.828
Romania,Europe,2021-02-11,38455,1009422,334188,Moderna,19237682,85.129,23313.199,0.828
Romania,Europe,2021-02-12,39376,1048798,369465,Moderna,19237682,85.129,23313.199,0.828
Romania,Europe,2021-02-13,35298,1084096,400750,Moderna,19237682,85.129,23313.199,0.828
Romania,Europe,2021-02-14,29879,1113975,427341,Moderna,19237682,85.129,23313.199,0.828
Romania,Europe,2021-02-15,37137,1151112,454169,Moderna,19237682,85.129,23313.199,0.828
Romania,Europe,2021-02-16,45977,1197089,481341,Moderna,19237682,85.129,23313.199,0.828
Russia,Europe,2021-02-10,,3900000,1700000,Sputnik V,145934460,8.823,24765.954,0.824
Russia,Europe,2021-02-11,,,,Sputnik V,145934460,8.823,24765.954,0.824
Russia,Europe,2021-02-12,,,,Sputnik V,145934460,8.823,24765.954,0.824
Russia,Europe,2021-02-13,,,,Sputnik V,145934460,8.823,24765.954,0.824
Russia,Europe,2021-02-14,,,,Sputnik V,145934460,8.823,24765.954,0.824
Russia,Europe,2021-02-15,,,,Sputnik V,145934460,8.823,24765.954,0.824
Russia,Europe,2021-02-16,,,,Sputnik V,145934460,8.823,24765.954,0.824
Rwanda,Africa,2021-02-10,,,,,12952209,494.869,1854.211,0.543
Rwanda,Africa,2021-02-11,,,,,12952209,494.869,1854.211,0.543
Rwanda,Africa,2021-02-12,,,,,12952209,494.869,1854.211,0.543
Rwanda,Africa,2021-02-13,,,,,12952209,494.869,1854.211,0.543
Rwanda,Africa,2021-02-14,,,,,12952209,494.869,1854.211,0.543
Rwanda,Africa,2021-02-15,,,,,12952209,494.869,1854.211,0.543
Rwanda,Africa,2021-02-16,,,,,12952209,494.869,1854.211,0.543
Saint Kitts and Nevis,North America,2021-02-10,,,,,53192,212.865,24654.385,0.779
Saint Kitts and Nevis,North America,2021-02-11,,,,,53192,212.865,24654.385,0.779
Saint Kitts and Nevis,North America,2021-02-12,,,,,53192,212.865,24654.385,0.779
Saint Kitts and Nevis,North America,2021-02-13,,,,,53192,212.865,24654.385,0.779
Saint Kitts and Nevis,North America,2021-02-14,,,,,53192,212.865,24654.385,0.779
Saint Kitts and Nevis,North America,2021-02-15,,,,,53192,212.865,24654.385,0.779
Saint Kitts and Nevis,North America,2021-02-16,,,,,53192,212.865,24654.385,0.779
Saint Lucia,North America,2021-02-10,,,,,183629,293.187,12951.839,0.759
Saint Lucia,North America,2021-02-11,,,,,183629,293.187,12951.839,0.759
Saint Lucia,North America,2021-02-12,,,,,183629,293.187,12951.839,0.759
Saint Lucia,North America,2021-02-13,,,,,183629,293.187,12951.839,0.759
Saint Lucia,North America,2021-02-14,,,,,183629,293.187,12951.839,0.759
Saint Lucia,North America,2021-02-15,,,,,183629,293.187,12951.839,0.759
Saint Lucia,North America,2021-02-16,,,,,183629,293.187,12951.839,0.759
Saint Vincent and the Grenadines,North America,2021-02-10,,,,,110947,281.787,10727.146,0.738
Saint Vincent and the Grenadines,North America,2021-02-11,,,,,110947,281.787,10727.146,0.738
Saint Vincent and the Grenadines,North America,2021-02-12,,,,,110947,281.787,10727.146,0.738
Saint Vincent and the Grenadines,North America,2021-02-13,,,,,110947,281.787,10727.146,0.738
Saint Vincent and the Grenadines,North America,2021-02-14,,,,,110947,281.787,10727.146,0.738
Saint Vincent and the Grenadines,North America,2021-02-15,,,,,110947,281.787,10727.146,0.738
Saint Vincent and the Grenadines,North America,2021-02-16,,,,,110947,281.787,10727.146,0.738
Samoa,Oceania,2021-02-10,,,,,198410,69.413,6021.557,0.715
Samoa,Oceania,2021-02-11,,,,,198410,69.413,6021.557,0.715
Samoa,Oceania,2021-02-12,,,,,198410,69.413,6021.557,0.715
Samoa,Oceania,2021-02-13,,,,,198410,69.413,6021.557,0.715
Samoa,Oceania,2021-02-14,,,,,198410,69.413,6021.557,0.715
Samoa,Oceania,2021-02-15,,,,,198410,69.413,6021.557,0.715
Samoa,Oceania,2021-02-16,,,,,198410,69.413,6021.557,0.715
San Marino,Europe,2021-02-10,,,,,33938,556.667,56861.47,
San Marino,Europe,2021-02-11,,,,,33938,556.667,56861.47,
San Marino,Europe,2021-02-12,,,,,33938,556.667,56861.47,
San Marino,Europe,2021-02-13,,,,,33938,556.667,56861.47,
San Marino,Europe,2021-02-14,,,,,33938,556.667,56861.47,
San Marino,Europe,2021-02-15,,,,,33938,556.667,56861.47,
San Marino,Europe,2021-02-16,,,,,33938,556.667,56861.47,
Sao Tome and Principe,Africa,2021-02-10,,,,,219161,212.841,3052.714,0.625
Sao Tome and Principe,Africa,2021-02-11,,,,,219161,212.841,3052.714,0.625
Sao Tome and Principe,Africa,2021-02-12,,,,,219161,212.841,3052.714,0.625
Sao Tome and Principe,Africa,2021-02-13,,,,,219161,212.841,3052.714,0.625
Sao Tome and Principe,Africa,2021-02-14,,,,,219161,212.841,3052.714,0.625
